Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
VASANT (BHAU) NIVRUTTI GITE,Maharashtra Navnirman sena,33276,Maharashtra,Nashik central,S13,124
KHAIRE SHAHU SAHADEVRAO,Indian National Congress,26393,Maharashtra,Nashik central,S13,124
BORASTE AJAY BHASKARRAO,Shivsena,24549,Maharashtra,Nashik central,S13,124
KHAIRE VINAYAK(NAIYA) DATTATRAY,Nationalist Congress Party,7095,Maharashtra,Nashik central,S13,124
TEJALE DEVIDAS LAXMAN,Bahujan Samaj Party,2308,Maharashtra,Nashik central,S13,124
SHAIKH IMRAN DAGUSHAIKH,Independent,993,Maharashtra,Nashik central,S13,124
PATHAN SURFRAJ (SOJU) SHERKHAN,Awami Vikas Party,888,Maharashtra,Nashik central,S13,124
KAZI AAYAJODDIN ISAMODDIN,Independent,697,Maharashtra,Nashik central,S13,124
PRAKASH GIRIDHAR KANOJE,Independent,494,Maharashtra,Nashik central,S13,124
GITE VASANT SHANKAR,Independent,380,Maharashtra,Nashik central,S13,124
SACHIN SHANKARRAO KATHE,Independent,378,Maharashtra,Nashik central,S13,124
SURESH CHHAGANRAO SALUNKE,Hindu Ekta Andolan Party,310,Maharashtra,Nashik central,S13,124
None of the Above,None of the Above,1401,Maharashtra,Nashik central,S13,124
HIRAY SEEMA MAHESH (SEEMATAI),Bharatiya Janata Party,67489,Maharashtra,Nashik West,S13,125
BADGUJAR SUDHAKAR BHIKA,Shivsena,37819,Maharashtra,Nashik West,S13,125
SHIVAJI(APPA) PANDURANG CHUMBHALE,Nationalist Congress Party,30236,Maharashtra,Nashik West,S13,125
DASHRATH DHARMAJI PATIL,Indian National Congress,21981,Maharashtra,Nashik West,S13,125
DR. D.L. KARAD,Communist Party of India  (Marxist),16870,Maharashtra,Nashik West,S13,125
BHOSALE NITIN KESHAVRAO,Maharashtra Navnirman sena,8712,Maharashtra,Nashik West,S13,125
D.G.SURYAWANSHI,Independent,7390,Maharashtra,Nashik West,S13,125
ARUN MADHUKAR KALE,Bahujan Samaj Party,5203,Maharashtra,Nashik West,S13,125
GULAMAHEMADKHAN NASIRKHAN PATHAN,Awami Vikas Party,271,Maharashtra,Nashik West,S13,125
GOVINDRAO HILAL PATIL,Independent,255,Maharashtra,Nashik West,S13,125
KOLAPPA HANUMANT DHOTRE,Independent,219,Maharashtra,Nashik West,S13,125
None of the Above,None of the Above,1375,Maharashtra,Nashik West,S13,125
GHOLAP YOGESH(BAPU) BABANRAO,Shivsena,49751,Maharashtra,Devlali  ,S13,126
SADAFULE RAMDAS DAYARAM(BABA),Bharatiya Janata Party,21580,Maharashtra,Devlali  ,S13,126
NITIN NIVRUTTI MOHITE,Nationalist Congress Party,18402,Maharashtra,Devlali  ,S13,126
MEHROLIA PRATAP ROHTASH,Maharashtra Navnirman sena,15001,Maharashtra,Devlali  ,S13,126
UNAVANE GANESH SUKDEO,Indian National Congress,9115,Maharashtra,Devlali  ,S13,126
LONDHE PRAKASH MOGAL,Independent,8589,Maharashtra,Devlali  ,S13,126
DHIWARE JAIPAL PRALHAD,Bahujan Samaj Party,2609,Maharashtra,Devlali  ,S13,126
DR. SANJAY DAMU JADHAV,Bharipa Bahujan Mahasangh,1369,Maharashtra,Devlali  ,S13,126
SHILAWAT KRUSHNA SHRAWAN,Independent,810,Maharashtra,Devlali  ,S13,126
ADV. RAMESH NIMBAJI BHAVAR,Independent,792,Maharashtra,Devlali  ,S13,126
LASURE PRAMOD MANOHAR,Independent,620,Maharashtra,Devlali  ,S13,126
GANESH RAJENDRA MOHITE,Independent,608,Maharashtra,Devlali  ,S13,126
BHARTI ANIL SALVE,Independent,576,Maharashtra,Devlali  ,S13,126
PARAMDEO FAKIRRAO AHIRRAO,Independent,433,Maharashtra,Devlali  ,S13,126
BAGUL PRAKASH BHIMRAO,Republican Sena,378,Maharashtra,Devlali  ,S13,126
KHOBRAGADE RAMCHANDRA KISAN,Independent,302,Maharashtra,Devlali  ,S13,126
GANESH WAGHUJI MORE,All India Forward Bloc,234,Maharashtra,Devlali  ,S13,126
RAVINDRA RAJARAM BHALERAO,Indian Union Muslim League,179,Maharashtra,Devlali  ,S13,126
None of the Above,None of the Above,1288,Maharashtra,Devlali  ,S13,126
GAVEET NIRMALA RAMESH,Indian National Congress,49128,Maharashtra,Igatpuri ,S13,127
ZHOLE SHIVRAM SHANKAR,Shivsena,38751,Maharashtra,Igatpuri ,S13,127
KHOSKAR HIRAMAN BHIKA,Nationalist Congress Party,21747,Maharashtra,Igatpuri ,S13,127
MENGAL KASHINATH DAGDU,Independent,17167,Maharashtra,Igatpuri ,S13,127
CHANDRAKANT MAHADEV KHADE,Bharatiya Janata Party,11250,Maharashtra,Igatpuri ,S13,127
SANDEEP RAGHUNATH JADHAV,Independent,6876,Maharashtra,Igatpuri ,S13,127
LACHAKE PRAKASH AAPPA,Maharashtra Navnirman sena,3211,Maharashtra,Igatpuri ,S13,127
GAIKWAD GANGARAM GOVIND,Bahujan Samaj Party,1576,Maharashtra,Igatpuri ,S13,127
PRAKASH KALU DIVE,Independent,1229,Maharashtra,Igatpuri ,S13,127
RAVIKANT KASHINATH JOSHI,Independent,1048,Maharashtra,Igatpuri ,S13,127
VISHNU EKNATH SHELAKE,Independent,945,Maharashtra,Igatpuri ,S13,127
KORDE PANDURANG BHIKA,Independent,573,Maharashtra,Igatpuri ,S13,127
None of the Above,None of the Above,2688,Maharashtra,Igatpuri ,S13,127
DHANARE PASKAL JANYA,Bharatiya Janata Party,44849,Maharashtra,Dahanu ,S13,128
MANGAT BARKYA VANSHA,Communist Party of India  (Marxist),28149,Maharashtra,Dahanu ,S13,128
KASHINATH GOVIND CHAUDHARI,Nationalist Congress Party,27963,Maharashtra,Dahanu ,S13,128
PADWALE RAMESH DAMA,Indian National Congress,14166,Maharashtra,Dahanu ,S13,128
SUDHIR RAJARAM OZARE,Independent,12968,Maharashtra,Dahanu ,S13,128
NAM SHANKAR SAKHARAM,Shivsena,7847,Maharashtra,Dahanu ,S13,128
SURESH ARJUN PADVI,Independent,5165,Maharashtra,Dahanu ,S13,128
RAMJI MAHADU VARTHA,Independent,2187,Maharashtra,Dahanu ,S13,128
VADHIYA VIJAY DEVJI,Maharashtra Navnirman sena,2088,Maharashtra,Dahanu ,S13,128
DEVRAM ZIPAR KURKUTE,Bahujan Mukti Party,1838,Maharashtra,Dahanu ,S13,128
SHINDA VINOD BENDYA,Independent,1674,Maharashtra,Dahanu ,S13,128
TAMBDA SANJAY LAXMAN,Bahujan Samaj Party,1457,Maharashtra,Dahanu ,S13,128
None of the Above,None of the Above,4498,Maharashtra,Dahanu ,S13,128
SAVARA VISHNU RAMA,Bharatiya Janata Party,40201,Maharashtra,Vikramgad ,S13,129
PRAKASH KRUSHNA NIKAM,Shivsena,36356,Maharashtra,Vikramgad ,S13,129
BHUSARA SUNIL CHANDRAKANT,Nationalist Congress Party,32053,Maharashtra,Vikramgad ,S13,129
GOVIND HEMANT RAMCHANDRA,Bahujan Vikas Aaghadi,18085,Maharashtra,Vikramgad ,S13,129
BUDHAR RATAN RAVJI,Communist Party of India  (Marxist),13152,Maharashtra,Vikramgad ,S13,129
ASHOK KASHINATH PATIL,Indian National Congress,5324,Maharashtra,Vikramgad ,S13,129
BHARAT PANDURAG HAJARE,Maharashtra Navnirman sena,4743,Maharashtra,Vikramgad ,S13,129
KAMA DHARMA TABALE,Independent,3128,Maharashtra,Vikramgad ,S13,129
SURUM ARJUN KISAN,Independent,2753,Maharashtra,Vikramgad ,S13,129
CHINTAMAN PANDU MOHONDKAR,Bahujan Mukti Party,2367,Maharashtra,Vikramgad ,S13,129
VAISHALI SATISH JADHAV,Independent,2110,Maharashtra,Vikramgad ,S13,129
GUHE MOHAN BARKU,Bahujan Samaj Party,1064,Maharashtra,Vikramgad ,S13,129
None of the Above,None of the Above,4188,Maharashtra,Vikramgad ,S13,129
GHODA KRUSHNA ARJUN,Shivsena,46142,Maharashtra,Palghar ,S13,130
GAVIT RAJENDRA DHEDYA,Indian National Congress,45627,Maharashtra,Palghar ,S13,130
DR.PREMCHAND TULSHIRAM GOND,Bharatiya Janata Party,34149,Maharashtra,Palghar ,S13,130
NIMKAR MANISHA MANOHAR,Bahujan Vikas Aaghadi,23738,Maharashtra,Palghar ,S13,130
VARTHA CHANDRAKANT BARKYA,Communist Party of India  (Marxist),4973,Maharashtra,Palghar ,S13,130
JAGANNATH KISAN VARTHA,Maharashtra Navnirman sena,3148,Maharashtra,Palghar ,S13,130
ASHOK GOVIND SHINGADA,Bahujan Samaj Party,1907,Maharashtra,Palghar ,S13,130
VILAS SAKHARAM DUMADA,Communist Party of India  (Marxist-Leninist)  (Liberation),1445,Maharashtra,Palghar ,S13,130
None of the Above,None of the Above,2987,Maharashtra,Palghar ,S13,130
TARE VILAS SUKUR,Bahujan Vikas Aaghadi,64550,Maharashtra,Boisar ,S13,131
KAMALAKAR ANYA DALAVI,Shivsena,51677,Maharashtra,Boisar ,S13,131
DHODI JAGDISH BHAGWAN,Bharatiya Janata Party,30228,Maharashtra,Boisar ,S13,131
SUNIL PANDURANG DHANAVA,Independent,5702,Maharashtra,Boisar ,S13,131
VASANT RAGHU RAVATE,Maharashtra Navnirman sena,4503,Maharashtra,Boisar ,S13,131
BHUPENDRA LALIT MADHAVI,Indian National Congress,4005,Maharashtra,Boisar ,S13,131
VANGA HEENA HARICHANDRA,Communist Party of India  (Marxist),3639,Maharashtra,Boisar ,S13,131
GAWARI SHYAM ANANT,Bahujan Samaj Party,1409,Maharashtra,Boisar ,S13,131
DUMADA GANESH RAJARAM,Independent,1363,Maharashtra,Boisar ,S13,131
RAHANE TULSHIRAM RAMA,Independent,1069,Maharashtra,Boisar ,S13,131
None of the Above,None of the Above,3126,Maharashtra,Boisar ,S13,131
KSHITIJ HITENDRA THAKUR,Bahujan Vikas Aaghadi,113566,Maharashtra,Nalasopara,S13,132
RAJAN BALKRISHNA NAIK,Bharatiya Janata Party,59067,Maharashtra,Nalasopara,S13,132
CHAVHAN SHIRISH JAYRAM,Shivsena,40321,Maharashtra,Nalasopara,S13,132
ASHOK VINAYAK PENDHARI,Indian National Congress,4555,Maharashtra,Nalasopara,S13,132
MANDAVKAR VIJAY SONU,Maharashtra Navnirman sena,3860,Maharashtra,Nalasopara,S13,132
ADV. NEHA SURESH DUBE,Janata Dal  (Secular),1080,Maharashtra,Nalasopara,S13,132
SURENDRA V.SINGH (RAJ),Independent,840,Maharashtra,Nalasopara,S13,132
KHAIRE AVINASH SAKHARAM,Bahujan Samaj Party,633,Maharashtra,Nalasopara,S13,132
None of the Above,None of the Above,1898,Maharashtra,Nalasopara,S13,132
HITENDRA VISHNU THAKUR,Bahujan Vikas Aaghadi,97291,Maharashtra,Vasai,S13,133
VIVEK RAGHUNATH PANDIT(BHAU),Independent,65395,Maharashtra,Vasai,S13,133
FURTYADO MICHAEL POSHAN,Indian National Congress,16467,Maharashtra,Vasai,S13,133
MANVEL JOSEPH TUSCANO,Independent,3981,Maharashtra,Vasai,S13,133
SWAPNIL SANTOSH NAR,Maharashtra Navnirman sena,2329,Maharashtra,Vasai,S13,133
TAMBE VINOD VISHRAM,Bahujan Samaj Party,930,Maharashtra,Vasai,S13,133
ARVIND VIJAYKUMAR UPADHYAY,Independent,677,Maharashtra,Vasai,S13,133
ADV. SADASHIV YADAVRAO HATKAR,Bahujan Mukti Party,595,Maharashtra,Vasai,S13,133
None of the Above,None of the Above,2964,Maharashtra,Vasai,S13,133
SHANTARAM TUKARAM MORE,Shivsena,57082,Maharashtra,Bhiwandi Rural (S.T.),S13,134
PATIL SHANTARAM DUNDARAM,Bharatiya Janata Party,47922,Maharashtra,Bhiwandi Rural (S.T.),S13,134
DASHRATH DUNDARAM PATIL,Maharashtra Navnirman sena,25580,Maharashtra,Bhiwandi Rural (S.T.),S13,134
GHATAL MAHADEV AMBO,Nationalist Congress Party,23413,Maharashtra,Bhiwandi Rural (S.T.),S13,134
SACHIN DAMODAR SHINGDA,Indian National Congress,10923,Maharashtra,Bhiwandi Rural (S.T.),S13,134
MORE TUKARAM SURESH,Bahujan Samaj Party,2090,Maharashtra,Bhiwandi Rural (S.T.),S13,134
DUMADA RAJESH BUDHAJI,Bahujan Vikas Aaghadi,1318,Maharashtra,Bhiwandi Rural (S.T.),S13,134
WAGH BALKRUSHNA JANU,Communist Party of India,1268,Maharashtra,Bhiwandi Rural (S.T.),S13,134
ANANTA ZIPRU DALVI,Independent,1145,Maharashtra,Bhiwandi Rural (S.T.),S13,134
VINOD KRUSHNA CHAUDHARI,Independent,790,Maharashtra,Bhiwandi Rural (S.T.),S13,134
None of the Above,None of the Above,2267,Maharashtra,Bhiwandi Rural (S.T.),S13,134
BARORA PANDURANG MAHADU,Nationalist Congress Party,56813,Maharashtra,shahapur,S13,135
DAULAT BHIKA DARODA,Shivsena,51269,Maharashtra,shahapur,S13,135
ASHOK MHALU IRNAK,Bharatiya Janata Party,18246,Maharashtra,shahapur,S13,135
PADMAKAR NAMDEV KEWARI,Indian National Congress,6688,Maharashtra,shahapur,S13,135
DYANESHWAR NIVRUTTI TALPADE,Maharashtra Navnirman sena,6579,Maharashtra,shahapur,S13,135
TANDEL SURESH BHIKAL,Communist Party of India  (Marxist),3553,Maharashtra,shahapur,S13,135
MAHADU KALU GHUTE,Bahujan Samaj Party,2677,Maharashtra,shahapur,S13,135
HARISHCHANDRA BANGO KHANDVI,Independent,2140,Maharashtra,shahapur,S13,135
CO. RAGHUNATH MOTIRAM KALCHIDA,Communist Party of India,2083,Maharashtra,shahapur,S13,135
GOPAL BUDHA RERA,Bahujan Vikas Aaghadi,1531,Maharashtra,shahapur,S13,135
None of the Above,None of the Above,3159,Maharashtra,shahapur,S13,135
CHOUGHULE MAHESH PRABHAKAR,Bharatiya Janata Party,42483,Maharashtra,Bhiwandi West,S13,136
KHAN SHOEB ASHFAQ,Indian National Congress,39157,Maharashtra,Bhiwandi West,S13,136
KATEKAR MANOJ MOTIRAM,Shivsena,20106,Maharashtra,Bhiwandi West,S13,136
ABDUL RASHID MOHAMMAD TAHIR MOMIN,Nationalist Congress Party,16131,Maharashtra,Bhiwandi West,S13,136
SHEIKH JAKI ABDUL RASHID,All India Majlis-E-Ittehadul Muslimeen,4686,Maharashtra,Bhiwandi West,S13,136
ANSARI MO. JALALUDDIN ABDUL GANI,Bahujan Samaj Party,644,Maharashtra,Bhiwandi West,S13,136
GAIKAWAD SHITAL (BHAI),Independent,540,Maharashtra,Bhiwandi West,S13,136
ENGINEER NAVID BETAB,Independent,283,Maharashtra,Bhiwandi West,S13,136
KAMLESH BA. NAGUL,Independent,146,Maharashtra,Bhiwandi West,S13,136
None of the Above,None of the Above,799,Maharashtra,Bhiwandi West,S13,136
RUPESH LAXMAN MHATRE,Shivsena,33541,Maharashtra,Bhiwandi East,S13,137
SANTOSH MANJAYYA SHETTY,Bharatiya Janata Party,30148,Maharashtra,Bhiwandi East,S13,137
ABU FARHAN AZMI,Samajwadi Party,17541,Maharashtra,Bhiwandi East,S13,137
KHAN MD. AKRAM ABDUL HANNAM,All India Majlis-E-Ittehadul Muslimeen,14577,Maharashtra,Bhiwandi East,S13,137
ANSARI MO. FAJIL,Indian National Congress,11257,Maharashtra,Bhiwandi East,S13,137
MOHAMMAD KHALID GUDDU,Nationalist Congress Party,9057,Maharashtra,Bhiwandi East,S13,137
CO. VIJAY KAMBLE,Communist Party of India,1563,Maharashtra,Bhiwandi East,S13,137
TEJESH RAMDAS PATIL,Bahujan Vikas Aaghadi,1414,Maharashtra,Bhiwandi East,S13,137
ALAM BHAI,Bahujan Samaj Party,840,Maharashtra,Bhiwandi East,S13,137
ABDUL SALAM JAMALUDDIN,Independent,326,Maharashtra,Bhiwandi East,S13,137
IRFAN ABUBKAR MEMON,Awami Vikas Party,200,Maharashtra,Bhiwandi East,S13,137
APPASHA HANMANT MHASKE,Independent,174,Maharashtra,Bhiwandi East,S13,137
KHAN HABIBUR REHMAN OBADUR REHMAN,Peace Party,167,Maharashtra,Bhiwandi East,S13,137
VANGA NARAYAN PRATAP,Independent,153,Maharashtra,Bhiwandi East,S13,137
MUDLIYAR TANDAV GOVINDSWAMI,Independent,130,Maharashtra,Bhiwandi East,S13,137
None of the Above,None of the Above,612,Maharashtra,Bhiwandi East,S13,137
NARENDRA BABURAO PAWAR,Bharatiya Janata Party,54388,Maharashtra,Kalyan West,S13,138
VIJAY (BANDYA) JAGANNATH SALVI,Shivsena,52169,Maharashtra,Kalyan West,S13,138
PRAKASH SUKHDEV BHOIR,Maharashtra Navnirman sena,20649,Maharashtra,Kalyan West,S13,138
SACHIN DATTATREY POTE,Indian National Congress,20160,Maharashtra,Kalyan West,S13,138
PRAKASH MUTHA,Independent,9834,Maharashtra,Kalyan West,S13,138
SANJAY HARIBHAU PATIL,Nationalist Congress Party,9440,Maharashtra,Kalyan West,S13,138
DEVANAND NAMDEV BHOIR,Independent,3387,Maharashtra,Kalyan West,S13,138
KAMBLE MADHUKAR MOKASHI,Bahujan Samaj Party,3005,Maharashtra,Kalyan West,S13,138
SURESH RAMBHAU JADHAV,Republican Sena,613,Maharashtra,Kalyan West,S13,138
BHALCHANDRA (PRADEEP) GANESH NATU,Independent,579,Maharashtra,Kalyan West,S13,138
DASHRATH RAGHUNATH MHATRE,Independent,566,Maharashtra,Kalyan West,S13,138
ADV.DR. ANITA BALASAHEB KOLEKAR,Prabuddha Republican Party,316,Maharashtra,Kalyan West,S13,138
L.S.CHAUHAN (SIR),Independent,314,Maharashtra,Kalyan West,S13,138
QURESHI. M.SABIR. AYYUB.,Independent,178,Maharashtra,Kalyan West,S13,138
MARIA MILAGRIS FERNANDIS,Independent,163,Maharashtra,Kalyan West,S13,138
JITENDRA JAGANNATH JADHAV,Independent,133,Maharashtra,Kalyan West,S13,138
GOPAL DASHRATH GHODKE (GURUJI),Independent,122,Maharashtra,Kalyan West,S13,138
None of the Above,None of the Above,1838,Maharashtra,Kalyan West,S13,138
KISAN SHANKAR KATHORE,Bharatiya Janata Party,85543,Maharashtra,Murbad,S13,139
GOTIRAM PADU PAWAR,Nationalist Congress Party,59313,Maharashtra,Murbad,S13,139
WAMAN BARKU MHATRE,Shivsena,53496,Maharashtra,Murbad,S13,139
CAPT. ASHISH ANAND DAMLE,Independent,9705,Maharashtra,Murbad,S13,139
ADV. RAJESH ANANT GHOLAP,Indian National Congress,3401,Maharashtra,Murbad,S13,139
THORAT SHAMRAO BHAGA,Bahujan Samaj Party,1781,Maharashtra,Murbad,S13,139
SURESH BABAN JAMDHARE,Independent,1630,Maharashtra,Murbad,S13,139
CHANDANE RAVINDRA LAHUJI,Independent,1384,Maharashtra,Murbad,S13,139
GOTIRAM GANU PAWAR,Independent,1136,Maharashtra,Murbad,S13,139
CHOUDHARI UMESH JAYWANT,Independent,1020,Maharashtra,Murbad,S13,139
SUNIL BAPU DUPTE,Independent,954,Maharashtra,Murbad,S13,139
RAMESH ONKAR TAYADE,Secular Alliance Of India,896,Maharashtra,Murbad,S13,139
BHOIR SHEKHAR BUDHAJI,Bahujan Vikas Aaghadi,733,Maharashtra,Murbad,S13,139
WANKHADE MILIND VASUDEO,Bharipa Bahujan Mahasangh,564,Maharashtra,Murbad,S13,139
WAMAN PUNDLIK MHATRE,Independent,439,Maharashtra,Murbad,S13,139
None of the Above,None of the Above,3394,Maharashtra,Murbad,S13,139
DR. BALAJI KINIKAR,Shivsena,47000,Maharashtra,Ambernath ,S13,140
WANKHEDE RAJESH DEVENDRA,Bharatiya Janata Party,44959,Maharashtra,Ambernath ,S13,140
SURYAWANSHI KAMLAKAR NAGORAO,Indian National Congress,15740,Maharashtra,Ambernath ,S13,140
MAHESH TAPASE,Nationalist Congress Party,8722,Maharashtra,Ambernath ,S13,140
DR. VIKAS TUKARAM KAMBLE,Maharashtra Navnirman sena,5129,Maharashtra,Ambernath ,S13,140
SHYAM ANAND GAIKWAD,Independent,4118,Maharashtra,Ambernath ,S13,140
INGLE PRASHANT RAMESH,Bahujan Samaj Party,3557,Maharashtra,Ambernath ,S13,140
THORAT SARANG SHAMRAO,Bharipa Bahujan Mahasangh,1552,Maharashtra,Ambernath ,S13,140
VIKAS RATAN KHARAT,Independent,830,Maharashtra,Ambernath ,S13,140
ADHAGALE RAJENDRA NAMDEO,Bahujan Vikas Aaghadi,763,Maharashtra,Ambernath ,S13,140
GAIKWAD RAMESH KONDIBA,Secular Alliance Of India,641,Maharashtra,Ambernath ,S13,140
MORE YATIN DATTATRAY,Independent,270,Maharashtra,Ambernath ,S13,140
ABHIMAN ARJUN NIKAM,Awami Vikas Party,261,Maharashtra,Ambernath ,S13,140
UTTAM BHIKAJI BANGALE,Janata Dal  (United),210,Maharashtra,Ambernath ,S13,140
KAMBLE SIDRAM KASHINATH,Independent,196,Maharashtra,Ambernath ,S13,140
MOTE CHANDRAKANT RAMBHAJI,Independent,166,Maharashtra,Ambernath ,S13,140
BALKRISHNA AMBADAS GULADHE,Independent,161,Maharashtra,Ambernath ,S13,140
None of the Above,None of the Above,2288,Maharashtra,Ambernath ,S13,140
JYOTI PAPPU KALANI,Nationalist Congress Party,43760,Maharashtra,Ulhasnagar,S13,141
AILANI KUMAR,Bharatiya Janata Party,41897,Maharashtra,Ulhasnagar,S13,141
BODARE DHANANJAY BABURAO,Shivsena,23868,Maharashtra,Ulhasnagar,S13,141
MOHAN RAMSINGH KANDARE,Independent,2976,Maharashtra,Ulhasnagar,S13,141
ADV. PRAKASH PANJUMAL KUKREJA,Indian National Congress,2933,Maharashtra,Ulhasnagar,S13,141
GAIKWAD SANDEEP (BHAU) PANDIT,Bahujan Samaj Party,2909,Maharashtra,Ulhasnagar,S13,141
SACHIN KADAM,Maharashtra Navnirman sena,1353,Maharashtra,Ulhasnagar,S13,141
BHAGWAN RAMCHANDRA SHIROSE,Independent,608,Maharashtra,Ulhasnagar,S13,141
DNYANESHWAR LOKHANDE MAHARAJ,Bahujan Mukti Party,404,Maharashtra,Ulhasnagar,S13,141
MANOJ DILIP,Independent,368,Maharashtra,Ulhasnagar,S13,141
SHABIR AMIR KHAN,Independent,336,Maharashtra,Ulhasnagar,S13,141
LUND SHANKAR (SHERRY) GOVINDRAM,Independent,325,Maharashtra,Ulhasnagar,S13,141
NANI PRAKASH PURASWANI,Independent,288,Maharashtra,Ulhasnagar,S13,141
BATHIJA KAMAL SUNDARDAS,Independent,275,Maharashtra,Ulhasnagar,S13,141
ABDUL GAFAR SHAIKH,Independent,243,Maharashtra,Ulhasnagar,S13,141
KARNALSINGH BALANI,Independent,187,Maharashtra,Ulhasnagar,S13,141
ASHOK SADASHIV DESHMUKH,Independent,184,Maharashtra,Ulhasnagar,S13,141
ADV. RAJKUMAR C. SONI,Independent,179,Maharashtra,Ulhasnagar,S13,141
KAROTIYA JAGDISH RAMKISAN,Independent,177,Maharashtra,Ulhasnagar,S13,141
MILIND KASHINATH KAMBLE,Republican Bahujan Sena,137,Maharashtra,Ulhasnagar,S13,141
ATISH M. KAMBLE,Independent,90,Maharashtra,Ulhasnagar,S13,141
SONAWANE SURESH SITARAM,Independent,89,Maharashtra,Ulhasnagar,S13,141
None of the Above,None of the Above,1308,Maharashtra,Ulhasnagar,S13,141
GANPAT KALU GAIKWAD,Independent,36357,Maharashtra,Kalyan East,S13,142
GOPAL RAMCHANDRA LANDGE,Shivsena,35612,Maharashtra,Kalyan East,S13,142
VISHAL VISHNU PAWSHE,Bharatiya Janata Party,28004,Maharashtra,Kalyan East,S13,142
NILESH SHIVAJI SHINDE,Nationalist Congress Party,19346,Maharashtra,Kalyan East,S13,142
NITIN MAHARU NIKAM,Maharashtra Navnirman sena,7485,Maharashtra,Kalyan East,S13,142
VIJAYPRAKASH SARJUPRASAD MISHRA,Indian National Congress,6526,Maharashtra,Kalyan East,S13,142
BELAMKAR MILIND CHANDRAKANT,Bahujan Samaj Party,3270,Maharashtra,Kalyan East,S13,142
NARENDRA WAMAN MORE,Independent,1234,Maharashtra,Kalyan East,S13,142
SURESH RAM PANDAGLE,Bahujan Vikas Aaghadi,441,Maharashtra,Kalyan East,S13,142
ADV. DHANANJAY BAPPASAHEB JOGDAND,Peasants And Workers Party of India,402,Maharashtra,Kalyan East,S13,142
None of the Above,None of the Above,2720,Maharashtra,Kalyan East,S13,142
CHAVHAN RAVINDRA DATTATRAY,Bharatiya Janata Party,83872,Maharashtra,Dombivali,S13,143
DIPESH PUNDALIK MHATRE,Shivsena,37647,Maharashtra,Dombivali,S13,143
HARISHCHANDRA KACHARU PATIL,Maharashtra Navnirman sena,11978,Maharashtra,Dombivali,S13,143
KENE SANTOSH ARJUN,Indian National Congress,7048,Maharashtra,Dombivali,S13,143
VIKAS GAJANAN MHATRE,Nationalist Congress Party,6346,Maharashtra,Dombivali,S13,143
KIRATKAR DAYANAND TULSHIRAM,Bahujan Samaj Party,1495,Maharashtra,Dombivali,S13,143
SHIVA KRISHNAMURTHY IYER,Independent,269,Maharashtra,Dombivali,S13,143
REDIJ PRASHANT DATTARAM,Independent,266,Maharashtra,Dombivali,S13,143
SUBHASHCHANDRA BALIRAM BORADE,Independent,137,Maharashtra,Dombivali,S13,143
RUPESH ASHOK HONRAO,Bahujan Vikas Aaghadi,121,Maharashtra,Dombivali,S13,143
GAUTAM ANANDA JADHAV,Independent,91,Maharashtra,Dombivali,S13,143
None of the Above,None of the Above,2013,Maharashtra,Dombivali,S13,143
BHOIR SUBHASH GANU,Shivsena,84110,Maharashtra,Kalyan Rural,S13,144
RAMESH RATAN PATIL,Maharashtra Navnirman sena,39898,Maharashtra,Kalyan Rural,S13,144
VANDARSHETH PUNDLIK PATIL,Nationalist Congress Party,19783,Maharashtra,Kalyan Rural,S13,144
PATIL SHARDA RAM,Indian National Congress,9213,Maharashtra,Kalyan Rural,S13,144
PAGARE BHARATI RAJENDRA,Bahujan Samaj Party,2511,Maharashtra,Kalyan Rural,S13,144
ROHIDAS BAMA MUNDE,Independent,1401,Maharashtra,Kalyan Rural,S13,144
PATIL RAJKANT PARSHURAM,Independent,918,Maharashtra,Kalyan Rural,S13,144
NILESH GOWARDHAN BHAGAT,Independent,462,Maharashtra,Kalyan Rural,S13,144
PROF. DHABARDE SANJAY SHANKARRAO,Bahujan Mukti Party,427,Maharashtra,Kalyan Rural,S13,144
MANISHA GOPAL INARKAR,Republican Bahujan Sena,373,Maharashtra,Kalyan Rural,S13,144
HABIBUR REHMAN,Peace Party,324,Maharashtra,Kalyan Rural,S13,144
NETAJI CHANDRAKANT KAMBLE,Republican Party of India,241,Maharashtra,Kalyan Rural,S13,144
None of the Above,None of the Above,7835,Maharashtra,Kalyan Rural,S13,144
NARENDRA MEHTA,Bharatiya Janata Party,91468,Maharashtra,Mira Bhayandar,S13,145
GILBERT MENDONCA,Nationalist Congress Party,59176,Maharashtra,Mira Bhayandar,S13,145
YAKUB KURESHI,Indian National Congress,19489,Maharashtra,Mira Bhayandar,S13,145
PRABHAKAR PADMAKAR MHATRE,Shivsena,18171,Maharashtra,Mira Bhayandar,S13,145
SHAIKH ISLAM VAKIL AHMED,Bahujan Samaj Party,580,Maharashtra,Mira Bhayandar,S13,145
